-1 -1 -1 -1 -1 -1 36.53 461
-1 -1 -1 -1 -1 -1 36.53 1009
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 580
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 135
-1 -1 -1 -1 -1 -1 36.53 681
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 911
-1 -1 -1 -1 -1 -1 36.53 350
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 304
-1 -1 -1 -1 -1 -1 36.53 910
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 711
-1 -1 -1 -1 -1 -1 36.53 102
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 54
-1 -1 -1 -1 -1 -1 36.53 556
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 988
-1 -1 -1 -1 -1 -1 36.53 481
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 205
-1 -1 -1 -1 -1 -1 36.53 772
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 852
-1 -1 -1 -1 -1 -1 36.53 258
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 367
-1 -1 -1 -1 -1 -1 36.53 967
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 673
-1 -1 -1 -1 -1 -1 36.53 1006
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 1023
-1 -1 -1 -1 -1 -1 36.53 409
-1 -1 -1 -1 -1 -1 36.53 0
-1 -1 -1 -1 -1 -1 36.53 0
